id
21017
9185
21136
22845
2427
4457
18711
2275
19679
4345
563
1133
19985
2320
15184
2948
14890
5133
4299
11387
4893
12068
22427
6047
5060
4586
4481
6049
4628
21784
11842
19796
21297
4627
5867
4300
6051
9187
21507
133
4560
4150
2392
7071
1502
3649
13109
16621
16859
3723
5944
10008
4489
4546
382
8041
3853
11625
8486
6057
1528
440
7369
3320
5047
14912
4633
23765
1901
22183
16631
4370
4901
17615
12091
5075
4900
3072
4914
4635
12090
4566
2424
13370
14596
10437
17679
1609
4342
18821
5842
16042
2744
954
9191
1894
14594
14550
13110
12870
24076
4577
5753
12340
4905
5467
15239
5304
7649
14553
4305
10
8797
16172
14417
8208
18751
4644
377
19405
5191
1708
9011
9012
3912
6427
1781
13809
8523
3450
12102
17699
4847
5470
4496
10441
4634
4652
4504
7119
5515
21112
5172
5149
4518
19033
4584
4507
6105
3022
1777
4511
6071
6056
13810
18440
4588
12328
902
6467
4589
12967
15208
15212
4663
13816
1355
3558
8520
423
7727
4520
8293
4614
10447
5536
10446
3193
4579
8354
2183
4522
8727
6788
4595
3582
10478
4002
3544
4524
2228
565
18564
4490
7131
7488
5183
24024
5385
8245
12703
153
5478
3576
5164
6767
3973
2169
5186
4880
240
4920
420
3631
2785
8701
714
18838
5189
4164
3670
5188
20143
8049
12646
10198
6792
1204
8423
17513
64
13288
4602
4682
2941
4684
4929
19410
13761
3710
4540
4610
5797
17048
12469
10392
21025
6777
16300
5482
3123
2021
9111
17710
2992
6796
8221
19298
16402
7341
3050
5521
7735
7139
5654
6799
6328
1248
7376
12134
6457
5201
6239
21762
9197
4700
3071
15314
7736
8534
6769
18841
13833
16648
5914
11133
13734
6759
6460
14542
6087
15467
4707
6074
15199
9209
4136
4854
7523
6089
13037
5492
4696
2077
541
17713
6091
3856
5170
15310
2301
10135
2493
7740
9358
6813
3086
7388
9456
5904
6093
14519
3716
4715
18847
12146
4963
12150
1591
5891
23513
13837
7927
6470
7383
3038
4722
9203
1970
8914
783
4725
8425
12444
17715
5221
4706
4972
6519
4351
5502
12153
4733
2692
7719
4734
17729
7399
4735
19236
8048
4311
6097
7078
5120
3392
5803
15401
9889
5505
4982
5783
18852
16185
24047
5510
4748
3395
6422
1642
5239
18856
21143
4985
4754
7746
5242
8801
12757
7446
3337
4761
15316
